50000,3990864511723634688,8,7.59598e-06,7.59598e-05,0.053074,10,0.16941,0.188758,-0.0982065,0.193059,0.281968,0.206296,0.0747501,0.23011,0.178657,0.113309,0.16943,0.231803,0.0613837,0.152907,0.213943,0.314681,0.139141,0.193603,0.186454,0.205833,0.0893657,0.207426,0.193905,0.358481,0.275325,0.132278,0.0604308,0.0871036,1284,-0.743814,2.45241,-0.962747,-5.44342,-4.49509,-4.17371,15.3083,11.5735,5.03854,0.204975,1.35231,4.24487,2.37352,0.0742236,13.2214,10.1265,1.01626,-2.6103,-4.62471,-3.45819,-0.611538,8.16188,7.14302,-0.526488,-0.932788,-0.697505,-0.123345,1.64622,1.44072,2.39591,1.79157,0.316817,-4.2284,-3.70056,3.17416,0.561311,-7.49153,-6.55635,0.419728,-5.60189,-4.9026,-0.990624,-0.866963,11.5709,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,0.0367166,0.0298491,0.0307402,0.0262801,0.0339186,0.0322015,0.0337282,0.0356081,0.0315764,0.0289689
50500,3990864511723634688,8,7.59598e-06,7.59598e-05,0.053074,10,0.16941,0.188758,-0.0982065,0.193059,0.281968,0.206296,0.0747501,0.23011,0.178657,0.113309,0.16943,0.231803,0.0613837,0.152907,0.213943,0.314681,0.139141,0.193603,0.186454,0.205833,0.0893657,0.207426,0.193905,0.358481,0.275325,0.132278,0.0604308,0.0871036,1284,-2.54306,2.08951,-0.0306216,-3.79196,-3.26019,-3.95533,12.3937,9.02274,6.27262,0.255179,1.68352,5.28456,2.95487,0.092403,16.4596,12.6068,1.26517,-3.24963,-5.75744,-4.3052,-0.761321,10.161,8.89255,-0.655439,-1.16125,-0.868343,-0.153556,2.04943,1.7936,2.98273,2.23038,0.394414,-5.26405,-4.60693,3.9516,0.698792,-9.32642,-8.16218,0.522531,-6.97395,-6.10338,-1.23326,-1.07931,14.405,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,0.0353262,0.0303842,0.0317289,0.0331425,0.0365876,0.0327336,0.0255711,0.0354547,0.0321356,0.0309915
50000,3362016776295546880,8,7.59598e-06,7.59598e-05,0.053074,10,0.16941,0.188758,-0.0982065,0.193059,0.281968,0.206296,0.0747501,0.23011,0.178657,0.113309,0.16943,0.231803,0.0613837,0.152907,0.213943,0.314681,0.139141,0.193603,0.186454,0.205833,0.0893657,0.207426,0.193905,0.358481,0.275325,0.132278,0.0604308,0.0871036,1284,-2.30805,7.18599,-3.82323,-5.99195,-0.735532,0.69568,1.58566,7.7812,1.27204,0.572608,0.0161361,0.993369,0.363495,1.07836,0.14651,0.382897,0.853452,0.143268,-1.1241,-0.679985,1.1712,-0.431702,-0.697897,0.0961231,-0.754196,-0.456224,0.785796,-0.289642,-0.468242,-0.126606,-0.0765858,0.131911,-0.0486219,-0.0786032,0.600903,-1.03499,0.381495,0.616732,-0.626081,0.230772,0.37307,-0.397479,-0.642573,0.236851,1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,1,1,-1,-1,1,0.0376258,0.0292493,0.0311807,0.0325526,0.0284285,0.0306068,0.0277812,0.0409165,0.0307678,0.0253377
51000,3990864511723634688,8,7.59598e-06,7.59598e-05,0.053074,10,0.16941,0.188758,-0.0982065,0.193059,0.281968,0.206296,0.0747501,0.23011,0.178657,0.113309,0.16943,0.231803,0.0613837,0.152907,0.213943,0.314681,0.139141,0.193603,0.186454,0.205833,0.0893657,0.207426,0.193905,0.358481,0.275325,0.132278,0.0604308,0.0871036,1284,-1.47786,2.30436,-0.582463,-4.76966,-3.99128,-4.08462,14.1192,10.5328,5.71716,0.232582,1.53444,4.8166,2.6932,0.0842204,15.0021,11.4904,1.15313,-2.96187,-5.2476,-3.92396,-0.693903,9.26117,8.10509,-0.597398,-1.05842,-0.791449,-0.139958,1.86795,1.63477,2.7186,2.03287,0.359488,-4.7979,-4.19897,3.60168,0.636911,-8.50053,-7.4394,0.476259,-6.35639,-5.56291,-1.12405,-0.983731,13.1294,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,0.0333996,0.0331976,0.0316135,0.0308791,0.0365183,0.033624,0.0185345,0.0354395,0.033303,0.035851
50500,3362016776295546880,8,7.59598e-06,7.59598e-05,0.053074,10,0.16941,0.188758,-0.0982065,0.193059,0.281968,0.206296,0.0747501,0.23011,0.178657,0.113309,0.16943,0.231803,0.0613837,0.152907,0.213943,0.314681,0.139141,0.193603,0.186454,0.205833,0.0893657,0.207426,0.193905,0.358481,0.275325,0.132278,0.0604308,0.0871036,1284,-1.96616,7.41537,-3.78472,-6.29408,-0.918296,1.01047,1.46963,7.59362,3.56498e-28,1.74395e-27,1.40702e-26,2.22822e-26,1.89672e-28,8.29443e-29,3.00198e-28,1.52535e-26,7.88489e-28,2.23964e-27,2.81843e-27,2.60034e-28,-1.71958e-28,-3.27139e-28,-2.33191e-27,4.95357e-27,6.2337e-27,5.75133e-28,-3.8033e-28,-7.23555e-28,-5.15765e-27,1.77064e-26,1.63362e-27,-1.0803e-27,-2.0552e-27,-1.46499e-26,2.05579e-27,-1.35948e-27,-2.58632e-27,-1.84358e-26,-1.25428e-28,-2.38619e-28,-1.70093e-27,1.57796e-28,1.12481e-27,2.13987e-27,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,0.0402427,0.0287704,0.0302974,0.030953,0.0287017,0.0293092,0.0321672,0.0416566,0.0304893,0.0271182
51500,3990864511723634688,8,7.59598e-06,7.59598e-05,0.053074,10,0.16941,0.188758,-0.0982065,0.193059,0.281968,0.206296,0.0747501,0.23011,0.178657,0.113309,0.16943,0.231803,0.0613837,0.152907,0.213943,0.314681,0.139141,0.193603,0.186454,0.205833,0.0893657,0.207426,0.193905,0.358481,0.275325,0.132278,0.0604308,0.0871036,1284,-1.97147,2.20199,-3.4312,-5.07013,-4.55662,-6.11579,14.2335,10.8707,11.0264,0.748618,18.9036,5.51207,3.79087,11.0863,16.9998,12.1683,-0.347247,-5.00982,-3.73175,-2.22911,-3.76976,7.86707,8.65336,1.04056,-1.44311,-1.14496,1.54348,2.26679,1.35676,3.61923,4.11997,13.8847,-5.48368,-7.19652,4.43129,0.802271,-9.20329,-7.67326,1.48601,-7.16943,-5.95583,-1.13259,-3.30837,13.402,-0.120862,-0.347003,-0.478672,-0.344783,-0.34096,0.574612,0.747055,0.276608,-0.710413,-0.679661,0.535771,0.635419,0.449531,0.354557,0.48669,0.959115,-0.305899,-0.474498,0.969402,0.102629,-0.950746,-0.936931,0.229224,-0.893088,-0.876915,-0.0825006,-0.284844,0.931824,0.0328028,0.0362358,0.0338022,0.0281737,0.0330736,0.0333376,0.0167343,0.0343202,0.033138,0.0336264
50000,1483726831780626432,8,7.59598e-06,7.59598e-05,0.053074,10,0.123532,0.134904,0.125311,0.246163,0.117997,0.0902168,0.126666,0.117614,0.328388,0.212984,0.307791,0.295773,0.144436,0.205375,0.0758691,0.10705,0.208826,0.269937,0.212929,0.211824,0.272505,0.241501,0.153453,0.145433,0.0700887,0.0153165,0.137492,0.18737,1284,-5.8999,-14.1213,-5.77578,3.61523,-4.20839,0.246846,-5.55716,-5.41683,4.37638,11.8401,8.78617,0.64383,13.8843,1.05664,0.571231,8.8726,-6.81712,6.02596,1.65409,5.29639,-1.53434,1.45835,-1.48214,-9.3235,-2.7238,-7.0146,2.97323,-1.99818,4.59274,2.2909,9.09519,-1.74099,1.91425,-0.511905,1.92788,-0.635488,0.513564,-0.774668,-0.0440957,1.65525,5.56817,-0.456577,2.60262,-0.295881,-0.947033,0.971781,0.985408,0.679453,-0.713512,0.922358,-0.237852,-0.914116,-0.986533,-0.547095,0.840597,-0.768334,0.448094,0.96321,0.823473,-0.571392,0.854464,-0.0579781,0.644809,-0.770475,0.846843,-0.324119,-0.0115125,0.587754,0.501678,-0.587685,0.850005,-0.131427,0.0316509,0.0319142,0.0351615,0.0351896,0.0314783,0.0338646,0.0297447,0.0382946,0.0322111,0.0338026
51000,3362016776295546880,8,7.59598e-06,7.59598e-05,0.053074,10,0.16941,0.188758,-0.0982065,0.193059,0.281968,0.206296,0.0747501,0.23011,0.178657,0.113309,0.16943,0.231803,0.0613837,0.152907,0.213943,0.314681,0.139141,0.193603,0.186454,0.205833,0.0893657,0.207426,0.193905,0.358481,0.275325,0.132278,0.0604308,0.0871036,1284,-1.95684,7.41672,-3.77205,-6.25074,-0.926158,1.03901,1.48454,7.58433,0.0118854,0.0049038,0.0276621,0.412145,0.0858583,0.126196,0.0345103,0.0170627,-0.00357755,0.00201042,0.000293761,0.0129242,0.0063997,0.0201968,-0.0139798,0.00962031,0.0396258,-0.0204671,0.0197475,-0.00693185,0.00574759,0.106165,-0.0421066,0.0589943,0.00113838,0.0017491,-0.171708,0.22508,-0.00834793,0.0156319,-0.0869237,0.0256549,-0.0218707,0.00604673,0.00119213,-0.0240988,-0.468612,0.110876,0.00419724,0.404582,0.165246,0.997245,-0.981682,0.825999,0.881429,-0.997467,0.793823,-0.532855,0.628342,0.994291,-0.864005,0.998493,0.0368443,0.0805096,-0.912795,0.986937,-0.0699971,0.186407,-0.835074,0.471308,-0.57141,0.0916272,0.0256908,-0.993111,0.0377415,0.0230688,0.0280258,0.0318121,0.0299855,0.027426,0.0392209,0.0387233,0.0292637,0.0283389
52000,3990864511723634688,8,7.59598e-06,7.59598e-05,0.053074,10,0.16941,0.188758,-0.0982065,0.193059,0.281968,0.206296,0.0747501,0.23011,0.178657,0.113309,0.16943,0.231803,0.0613837,0.152907,0.213943,0.314681,0.139141,0.193603,0.186454,0.205833,0.0893657,0.207426,0.193905,0.358481,0.275325,0.132278,0.0604308,0.0871036,1284,-1.51329,1.98256,-2.93841,-4.58052,-4.07273,-5.98895,13.7032,10.498,6.26343,0.494845,16.6349,5.2502,3.07124,9.33025,16.0899,12.6105,1.05429,-4.69233,-5.63396,-4.3661,-1.90344,9.93529,8.88363,0.881751,-1.16759,-0.645234,0.910038,1.88121,1.51375,3.43159,3.8447,12.0517,-5.43113,-6.76043,3.87395,1.21331,-9.00382,-8.02068,1.77196,-6.84522,-6.19213,-1.33361,-2.82248,14.0609,0.59885,-0.459698,-0.982471,-0.995476,-0.248992,0.989687,0.999582,0.307328,-0.724382,-0.52339,0.423524,0.666692,0.605972,0.367196,0.537892,0.967369,-0.331974,-0.466766,0.964736,0.173355,-0.979631,-0.985729,0.331016,-0.973765,-0.994987,-0.108844,-0.260207,0.987125,0.0340728,0.0393531,0.0312836,0.0276676,0.0305997,0.0300865,0.0197915,0.0325855,0.0338837,0.0335438
50500,1483726831780626432,8,7.59598e-06,7.59598e-05,0.053074,10,0.123532,0.134904,0.125311,0.246163,0.117997,0.0902168,0.126666,0.117614,0.328388,0.212984,0.307791,0.295773,0.144436,0.205375,0.0758691,0.10705,0.208826,0.269937,0.212929,0.211824,0.272505,0.241501,0.153453,0.145433,0.0700887,0.0153165,0.137492,0.18737,1284,-5.46553,-15.0414,-5.23867,3.8102,-4.09513,-0.0634303,-5.47536,-6.16724,4.75626,13.0347,9.51741,0.71237,13.724,1.18146,0.513329,9.24536,-7.65624,6.61183,1.83393,5.76654,-1.73751,1.4926,-1.87043,-10.2698,-3.00286,-7.28925,3.32566,-2.42396,5.29261,2.50835,9.43368,-1.99669,2.13361,-1.01576,2.03865,-0.723193,0.568894,-0.927842,-0.229031,1.9729,5.2892,-0.487257,2.79449,-0.432079,-0.972372,0.98272,0.996314,0.713744,-0.732969,0.95524,-0.282064,-0.922044,-0.985444,-0.544994,0.847456,-0.937082,0.482122,0.963333,0.825433,-0.595445,0.965291,-0.108285,0.652003,-0.7883,0.940764,-0.361543,-0.056878,0.743306,0.469557,-0.625677,0.845532,-0.198337,0.0343901,0.0323218,0.0365617,0.0320409,0.0310865,0.0349304,0.0302499,0.0360696,0.0310431,0.0314728
