500,3990864511723634688,1,0.00557734,0.00317217,0.00321717,0.00505396,0.00333752,0.00406504,0.00624157,0.00406645,0.00337771,0.00296151
500,1483726831780626432,1,0.0033843,0.00389995,0.00314997,0.00366277,0.00319709,0.0034754,0.00458453,0.00564137,0.003934,0.00288963
500,3362016776295546880,1,0.00449643,0.00313261,0.00472156,0.00265731,0.00467487,0.00366857,0.0044768,0.00230539,0.00360914,0.00315191
500,3990864511723634688,5,0.00531341,0.00198728,0.00525382,0.00460055,0.00571318,0.00634502,0.0134435,0.00493794,0.00482347,0.00509281
500,3362016776295546880,5,0.00505989,0.00414537,0.00693898,0.00486762,0.00577969,0.00509,0.00729557,0.00442739,0.00511163,0.00535918
1000,1483726831780626432,1,0.00464767,0.00416891,0.00456679,0.00617634,0.00562509,0.00530379,0.00692749,0.00659563,0.00429953,0.00577299
500,1483726831780626432,5,0.00452676,0.00663602,0.0059946,0.00496274,0.00502773,0.0045008,0.0054839,0.00527207,0.00396475,0.00449236
1000,3990864511723634688,1,0.00451947,0.00472265,0.00613924,0.00584607,0.00559291,0.00570814,0.00751324,0.00554574,0.00517064,0.00613686
1000,3362016776295546880,1,0.00661025,0.00325918,0.00458618,0.00193289,0.00459934,0.00556797,0.00613776,0.00516791,0.00506303,0.00425332
1500,1483726831780626432,1,0.00588347,0.00371822,0.00680234,0.00730598,0.00642499,0.00515924,0.0068261,0.00735696,0.00529111,0.00852472
1500,3990864511723634688,1,0.00749533,0.00450907,0.00661688,0.00515213,0.00590284,0.00665121,0.00471037,0.00572504,0.00695686,0.00908958
1500,3362016776295546880,1,0.00794842,0.00724615,0.00691806,0.00507088,0.00526216,0.0065467,0.00254334,0.00593637,0.00653985,0.00705079
500,3362016776295546880,4,0.00541018,0.00413197,0.00520652,0.00473818,0.00629451,0.0063094,0.00524997,0.00461946,0.00550069,0.00549152
500,3990864511723634688,4,0.00553384,0.00413628,0.00500202,0.00611511,0.00576625,0.00580153,0.00536769,0.0044173,0.00596424,0.00585716
1000,3990864511723634688,5,0.00856284,0.0101105,0.00965116,0.0100726,0.0105374,0.0113224,0.0237995,0.00968176,0.00845301,0.00953122
1000,1483726831780626432,5,0.00916416,0.00993516,0.009328,0.00923711,0.00808419,0.008006,0.0113001,0.00883069,0.00809134,0.00677498
1000,3362016776295546880,5,0.00735028,0.011178,0.0101855,0.00901135,0.00753052,0.0101428,0.00869111,0.00883351,0.00988822,0.00860072
2000,1483726831780626432,1,0.0079508,0.00709114,0.00740575,0.00343293,0.00811879,0.0056141,0.00667763,0.00683516,0.00682998,0.00747794
2000,3362016776295546880,1,0.006856,0.00195393,0.00545322,0.00562943,0.0062961,0.00766394,0.0108222,0.0088053,0.00707893,0.00855352
2000,3990864511723634688,1,0.00713438,0.0031247,0.00664578,0.00667204,0.00634819,0.00681377,0.00477525,0.00623735,0.00661782,0.00751069
500,1483726831780626432,4,0.00500151,0.0066318,0.00635779,0.00516185,0.00504425,0.00608429,0.00695303,0.00551967,0.0049456,0.00790597
2500,3362016776295546880,1,0.00619555,0.00195393,0.00838898,0.00699701,0.00678963,0.00665452,0.0103291,0.0108865,0.00683162,0.00601383
2500,1483726831780626432,1,0.00708558,0.00928282,0.00713196,0.00396107,0.00784289,0.0062738,0.00713029,0.00805096,0.00591312,0.00804207
2500,3990864511723634688,1,0.00733213,0.00469892,0.00824752,0.0073626,0.00757485,0.00705431,0.00788955,0.00522554,0.00743455,0.00465757
500,3362016776295546880,9,0.00412014,0.00766856,0.00521807,0.00454992,0.0044129,0.00528306,0.00676132,0.00465331,0.00549509,0.00393114
500,1483726831780626432,9,0.00437984,0.00526778,0.00338394,0.00557667,0.00508298,0.00453367,0.0061393,0.00533977,0.00569297,0.00370289
3000,3362016776295546880,1,0.0054871,0.0071354,0.0059126,0.00484747,0.00731702,0.00672668,0.0118603,0.00344527,0.0068168,0.00696584
3000,3990864511723634688,1,0.00776027,0.00306933,0.00650431,0.00698685,0.00592237,0.00710822,0.00560573,0.00428418,0.00784309,0.00524049
3000,1483726831780626432,1,0.00896303,0.00680037,0.00554235,0.00937943,0.00833001,0.0060952,0.0108421,0.00904147,0.00839914,0.00560375
500,3362016776295546880,7,0.00617574,0.00380875,0.00590027,0.00637009,0.00645316,0.00581706,0.00443904,0.00534771,0.00629103,0.0056579
1500,3990864511723634688,5,0.0121056,0.00932544,0.0139013,0.0105884,0.0115313,0.0131409,0.0189879,0.0139097,0.0114301,0.0138139
1500,1483726831780626432,5,0.0121286,0.0120798,0.0113104,0.0114586,0.0105515,0.00989244,0.0125572,0.0127646,0.00860538,0.00926842
1500,3362016776295546880,5,0.0101038,0.0114211,0.0117425,0.011668,0.010864,0.0150306,0.0119078,0.00908878,0.0123199,0.0122364
500,1483726831780626432,7,0.00497414,0.0054619,0.00544802,0.00505129,0.00557481,0.00581616,0.00516424,0.00587916,0.0050832,0.00543953
3500,3362016776295546880,1,0.00636066,0.00841692,0.00602212,0.00720011,0.00749021,0.00636837,0.0125221,0.00734522,0.00629889,0.00577362
3500,3990864511723634688,1,0.00748957,0.00300604,0.00770904,0.00826304,0.00693417,0.00666116,0.00495692,0.0038167,0.00696533,0.00637706
3500,1483726831780626432,1,0.00641179,0.00488129,0.00477679,0.00941366,0.00805815,0.00681684,0.00534138,0.00659174,0.00635943,0.00498947
500,3990864511723634688,2,0.00532852,0.00369676,0.00515222,0.00451544,0.00501897,0.0065087,0.00469482,0.00403616,0.00609515,0.00451405
4000,3362016776295546880,1,0.00515304,0.00625732,0.00515964,0.00415014,0.00685344,0.00723347,0.0159478,0.0100733,0.0057651,0.00530201
4000,3990864511723634688,1,0.00692319,0.00522893,0.0074322,0.00884189,0.00767121,0.00712149,0.00315322,0.00544968,0.0072197,0.00807897
4000,1483726831780626432,1,0.00638116,0.00380181,0.00661095,0.00923762,0.00745936,0.00636533,0.00523274,0.00859089,0.00647051,0.00710811
1000,3362016776295546880,9,0.0066445,0.0133874,0.00897852,0.00852265,0.00864249,0.0090243,0.0128685,0.0113744,0.0108603,0.00696404
4500,3362016776295546880,1,0.00743005,0.00811632,0.00482195,0.00464775,0.00606691,0.00656909,0.0105497,0.0110723,0.00626255,0.00654696
500,3362016776295546880,2,0.00580258,0.00473381,0.00471206,0.0052098,0.00523251,0.00643976,0.0054402,0.00537315,0.00617783,0.0041336
500,3362016776295546880,8,0.00563954,0.00527619,0.0052915,0.00526634,0.00526035,0.00567276,0.00626201,0.00520627,0.00631299,0.00663117
1000,3362016776295546880,4,0.00930132,0.0112449,0.0101594,0.00838072,0.0125278,0.0113107,0.00884491,0.0107888,0.0106084,0.0100317
4500,3990864511723634688,1,0.00716318,0.0069851,0.00534218,0.00426184,0.00794988,0.00727577,0.00448977,0.0098043,0.00728355,0.0090017
1000,3990864511723634688,4,0.0089826,0.00840746,0.00887669,0.010287,0.0111753,0.0113129,0.00845881,0.00939694,0.0104005,0.011887
4500,1483726831780626432,1,0.00724791,0.00369641,0.0067093,0.00782434,0.00780145,0.00613315,0.00533413,0.00612562,0.00529515,0.00821131
500,3362016776295546880,3,0.00787059,0.00652535,0.00672192,0.00581831,0.00633797,0.00615118,0.00819451,0.00468454,0.00571488,0.00537352
500,1483726831780626432,2,0.0051391,0.00575526,0.00560007,0.0042374,0.00513093,0.00509306,0.0053388,0.00531752,0.00518824,0.00605167
500,1483726831780626432,8,0.00618853,0.00644384,0.00580358,0.00606296,0.00578274,0.00541728,0.0057049,0.00564803,0.00578612,0.00551199
