0.00637,4.67699e-05
0.00445,3.63338e-05
0.01401,0.000108528
0.0193,0.000118228
0.0113,8.0991e-05
0.01302,9.2372e-05
0.01247,9.8898e-05
0.01126,7.56881e-05
0.02328,0.000139381
0.01962,0.000137193
0.02248,0.000168818
0.03448,0.000239369
0.02953,0.000196476
0.03771,0.000255912
0.04263,0.000280263
0.04548,0.000322692
0.05669,0.000418963
0.05134,0.000412417
0.0315,0.000227177
0.02387,0.000183507
0.01731,0.000109974
0.01852,0.000132742
0.02763,0.000195479
0.02802,0.000208888
0.02603,0.000183122
0.02408,0.000162116
0.02644,0.000179906
0.03638,0.000232328
0.02579,0.000171347
0.03738,0.000262798
0.0387,0.000257968
0.04163,0.000310754
0.04763,0.000352035
0.05672,0.000402444
0.053,0.000428629
0.05584,0.000393888
0.05571,0.000348244
0.0411,0.000299289
0.04685,0.000314292
0.0485,0.000281832
0.04566,0.000334899
0.04808,0.000372086
0.03827,0.000253761
0.03822,0.000276708
0.03465,0.000207485
0.02886,0.000182683
0.03296,0.000233071
0.04171,0.000246422
0.03806,0.00025369
0.03345,0.00024284
0.02992,0.000245439
0.02961,0.000186935
0.0328,0.000202963
0.02367,0.000166798
0.02848,0.000167057
0.03062,0.000201417
0.01841,0.000120893
0.02102,0.000128488
0.02695,0.000183381
0.02898,0.00017994
0.03196,0.000215574
0.03054,0.000190299
0.03721,0.000261177
0.03643,0.000250806
0.02719,0.000200605
0.01634,0.00011552
0.01469,0.000107612
0.03458,0.000223047
0.04214,0.000283304
0.0418,0.000298659
0.04037,0.000271034
0.04437,0.000252255
0.05075,0.00034208
0.04938,0.00032394
0.05436,0.000378369
0.05819,0.000375599
0.05361,0.000401069
0.05462,0.000417073
0.04816,0.000459474
0.05758,0.00044599
0.0603,0.000503013
0.0424,0.000383023
0.04349,0.000391111
0.04657,0.00038452
0.04184,0.000383598
0.0306,0.000359399
0.01811,0.000260388
0.0305,0.000311862
0.02989,0.000353441
0.02253,0.000305805
0.00843,9.63314e-05
0.01103,8.4924e-05
0.01238,8.16172e-05
0.01693,0.000127403
0.01611,0.000119087
0.02224,0.000178961
0.0274,0.000193834
0.02084,0.000179874
0.01679,0.000141738
0.02078,0.00014874
0.01834,0.000139584
0.02499,0.00018058
0.01996,0.000145744
0.01952,0.000150921
0.02338,0.000169545
0.01925,0.000154692
0.01327,9.35006e-05
0.01653,0.000108968
0.01569,0.000117842
0.01087,8.34265e-05
0.01732,0.00014196
0.01989,0.000149037
0.01719,0.000115119
0.0202,0.000138098
0.02951,0.000175235
0.03094,0.000206523
0.02648,0.000157567
0.03279,0.000242158
0.01961,0.000149497
0.02734,0.000216941
0.02663,0.000167511
0.02569,0.00018651
0.0278,0.000187548
0.03606,0.000286563
0.04004,0.000319718
0.03463,0.000264127
0.02954,0.00018197
0.0296,0.00020985
0.03311,0.00021184
0.02457,0.000160976
0.02212,0.000148254
0.02167,0.000177689
0.0219,0.000137928
0.02566,0.000168533
0.02888,0.000205551
0.02326,0.000149922
0.02418,0.000198326
0.01958,0.00013676
0.01603,0.000117457
0.01932,0.000137875
0.02055,0.000124122
0.0243,0.000166476
0.02364,0.000150901
0.01832,0.000115493
0.02798,0.000204925
0.01282,9.95471e-05
0.01399,0.000105686
0.00773,6.44115e-05
0.01377,0.000117605
0.01499,0.0001003
0.01545,0.000121319
0.01446,0.000108417
0.02051,0.000139179
0.0263,0.000200511
0.0237,0.00016988
0.03018,0.000189357
0.04046,0.000255444
0.02776,0.000222405
0.02969,0.000210615
